X1,PIN,Sex,Region,Year,Major,Grade,HSG,IndGrd2,AC1,AC2,SAT
435,N356115401225,M,Other,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",85.30005403,4,84.723778515,Physical Sciences,Anthropology,750
436,N309115413240,F,Singapore,ay1617,ANTHROPOLOGY,72.78267116,3,59.112588745,Anthropology,Undecided,650
437,N310115401240,F,East Asia,ay1617,LIFE SCIENCES,85.79036348,4,83.14110455,Life Sciences,Physical Sciences,800
438,N312115425240,M,Singapore,ay1617,ENVIRONMENTAL STUDIES,83.72764738,4,84.73070207,Environmental Studies,Physical Sciences,800
439,N305115413244,M,Singapore,ay1617,GLOBAL AFFAIRS,76.3662281,4,74.075276025,Global Affairs,Undecided,730
440,N333115408255,M,Singapore,ay1617,ENVIRONMENTAL STUDIES,81.54422909,4,81.3180341775,Global Affairs,Economics,800
441,N336115405262,M,Singapore,ay1617,PSYCHOLOGY,82.75353371,2,79.199080455,Psychology,Literature,780
442,N337115401262,M,Singapore,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",83.14027049,4,78.8194023725,Literature,Philosophy,780
443,N338115402262,F,Singapore,ay1617,LITERATURE,79.1745172,4,78.09536013,Undecided,Urban Studies,720
444,N339115425262,M,Singapore,ay1617,HISTORY,79.32505174,4,78.58077192,Economics,"Philosophy, Politics and Economics",720
445,N340115414262,M,Singapore,ay1617,LITERATURE,75.53484698,4,71.3493500775,Literature,Arts & Humanities,630
446,N341115413262,M,Singapore,ay1617,ARTS AND HUMANITIES,83.63791604,4,87.9633238875,"Philosophy, Politics and Economics",Arts & Humanities,780
447,N342115412262,M,Singapore,ay1617,URBAN STUDIES,86.45350345,4,89.5499563175,"Mathematical, Computational and Statistical Sciences",Psychology,780
448,N343115410262,F,Singapore,ay1617,DDP LAW,77.45169919,4,74.916168095,Economics,Global Affairs,770
449,N344115408262,F,Singapore,ay1617,URBAN STUDIES,83.55362341,3,85.4477047775,Urban Studies,Undecided,780
450,N345115405262,F,Singapore,ay1617,URBAN STUDIES,72.51209479,4,70.90020207,Urban Studies,Environmental Studies,760
451,N346115401262,F,Singapore,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",73.96853571,4,70.041166275,"Philosophy, Politics and Economics",Global Affairs,710
452,N347115402262,F,Singapore,ay1617,ANTHROPOLOGY,73.57759755,2,73.0750403525,Philosophy,"Philosophy, Politics and Economics",730
453,N348115425262,M,Singapore,ay1617,DDP LAW,80.61711622,4,80.202737635,Arts & Humanities,"Philosophy, Politics and Economics",800
454,N350115413262,M,Singapore,ay1617,LITERATURE,79.67038008,4,81.391431365,Literature,Anthropology,790
455,N351115412262,M,Singapore,ay1617,DDP LAW,88.99272376,4,93.0834734575,Psychology,"Philosophy, Politics and Economics",780
456,N352115410262,F,Singapore,ay1617,PHILOSOPHY,72.98690726,4,72.540408145,"Philosophy, Politics and Economics",Arts & Humanities,730
457,N353115408262,M,Singapore,ay1617,ENVIRONMENTAL STUDIES,84.19361446,4,85.2078853675,Psychology,Physical Sciences,740
458,N354115405262,M,Singapore,ay1617,PSYCHOLOGY,85.41070927,3,89.248388535,Psychology,Physical Sciences,800
459,N355115401262,M,Singapore,ay1617,ARTS AND HUMANITIES,79.09730241,2,79.6417163,Literature,Arts & Humanities,630
460,N356115402262,M,Singapore,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",84.55727807,3,90.4168300225,"Philosophy, Politics and Economics",Global Affairs,760
461,N357115425262,F,Singapore,ay1617,DDP LAW,73.93495275,3,69.8967800775,Global Affairs,Urban Studies,790
462,N358115424262,M,Singapore,ay1617,PHILOSOPHY,88.72992948,4,88.42644108,Economics,Philosophy,780
463,N359115423262,M,Singapore,ay1617,DDP LAW,81.22579829,4,81.0805144525,Literature,"Philosophy, Politics and Economics",790
464,N360115412262,F,Singapore,ay1617,PHILOSOPHY,74.7977115,3,75.11247879,Economics,Global Affairs,720
465,N361115410262,M,Singapore,ay1617,PSYCHOLOGY,75.12883933,3,74.6874521825,Psychology,Anthropology,780
466,N362115408262,M,Singapore,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",87.39803863,3,89.6218263925,Literature,Undecided,800
467,N363115405262,F,Singapore,ay1617,PSYCHOLOGY,82.38981274,4,80.125303435,Psychology,Anthropology,730
468,N364115401262,M,Singapore,ay1617,ENVIRONMENTAL STUDIES,88.85389028,4,91.4215729025,Environmental Studies,Global Affairs,800
469,N365115402262,F,Singapore,ay1617,URBAN STUDIES,74.77789602,4,73.2941407675,Arts & Humanities,Economics,780
470,N366115425262,F,Singapore,ay1617,ARTS AND HUMANITIES,67.13947573,4,74.525369245,Philosophy,Literature,780
471,N367115424262,F,Singapore,ay1617,LITERATURE,68.37554092,4,59.0471094875,Arts & Humanities,Global Affairs,730
472,N368115423262,M,Singapore,ay1617,PHILOSOPHY,77.56676698,4,76.44326915,Psychology,"Philosophy, Politics and Economics",720
473,N369115421262,F,East Asia,ay1617,URBAN STUDIES,87.73167761,4,90.3035336825,"Philosophy, Politics and Economics","Mathematical, Computational and Statistical Sciences",800
474,N370115410262,M,Singapore,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",84.24992076,4,88.4873084425,"Philosophy, Politics and Economics",Literature,740
475,N371115408262,M,Southeast Asia,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",75.65204269,2,68.4738623175,"Philosophy, Politics and Economics",Undecided,800
476,N372115405262,F,Singapore,ay1617,ENVIRONMENTAL STUDIES,87.03276396,4,88.7577462725,Undeclared,Arts & Humanities,800
477,N374115402262,F,Singapore,ay1617,ARTS AND HUMANITIES,75.53960124,4,70.3106895725,Urban Studies,Life Sciences,710
478,N375115425262,M,Singapore,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",82.56481156,2,80.476732955,"Philosophy, Politics and Economics",Economics,760
479,N376115424262,M,Singapore,ay1617,LITERATURE,75.04838723,4,73.0351265625,History,Literature,730
480,N377115423262,F,Singapore,ay1617,GLOBAL AFFAIRS,75.30256053,2,72.9990010275,"Philosophy, Politics and Economics",Global Affairs,730
481,N378115421262,F,Singapore,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",81.90524753,2,77.3053804075,Economics,Arts & Humanities,800
482,N379115418262,M,Singapore,ay1617,PHILOSOPHY,75.49488313,3,73.5387094825,Global Affairs,"Philosophy, Politics and Economics",770
483,N380115408262,F,Singapore,ay1617,DDP LAW,82.70048273,4,85.24749674,Undecided,Undecided,700
484,N381115405262,F,Singapore,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",79.15664469,4,75.612372955,"Mathematical, Computational and Statistical Sciences",Global Affairs,800
485,N383115402262,M,Singapore,ay1617,ECONOMICS,86.91090462,4,87.795793505,Economics,Environmental Studies,770
486,N384115425262,M,Singapore,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",80.18857091,3,78.0727211575,"Philosophy, Politics and Economics",Global Affairs,760
487,N385115424262,F,Singapore,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",80.82346102,4,84.6027550175,Economics,Global Affairs,750
488,N386115423262,M,Singapore,ay1617,LITERATURE,82.49726512,3,81.7507002925,Literature,Arts & Humanities,740
489,N387115421262,F,Singapore,ay1617,URBAN STUDIES,72.8257382,4,70.899173265,Literature,Global Affairs,720
490,N388115418262,F,Singapore,ay1617,PSYCHOLOGY,83.14528527,4,84.850690745,Psychology,Economics,760
491,N389115414262,M,Singapore,ay1617,PHYSICAL SCIENCES,86.53574265,4,85.4513070375,Physical Sciences,Philosophy,740
492,N390115405262,M,East Asia,ay1617,ECONOMICS,82.69046341,4,80.9957940725,"Philosophy, Politics and Economics",Economics,710
493,N332115412272,F,Singapore,ay1617,PSYCHOLOGY,72.69721738,4,65.04740309,Psychology,Global Affairs,650
494,N318115402282,F,Singapore,ay1617,GLOBAL AFFAIRS,71.64074885,4,60.8827128475,Global Affairs,History,760
495,N319115424283,F,Singapore,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",76.73441856,3,76.5874935675,"Philosophy, Politics and Economics",Undecided,770
496,N391116401207,F,Singapore,ay1617,ECONOMICS,71.64780249,4,62.41666561,Arts & Humanities,Literature,790
497,N393116425207,M,Singapore,ay1617,ARTS AND HUMANITIES,85.30351181,4,82.158733275,Arts & Humanities,Anthropology,740
498,N394116424207,F,Southeast Asia,ay1617,ANTHROPOLOGY,75.97365663,4,76.486370085,Psychology,"Philosophy, Politics and Economics",730
499,N395116423207,F,Singapore,ay1617,GLOBAL AFFAIRS,68.83767625,4,55.9992267575,Literature,Arts & Humanities,760
500,N396116421207,M,Singapore,ay1617,DDP LAW,84.99638863,4,86.830196215,Arts & Humanities,"Philosophy, Politics and Economics",780
501,N397116418207,M,Singapore,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",70.17466963,2,65.8262073175,Economics,"Philosophy, Politics and Economics",690
502,N398116414207,M,Singapore,ay1617,HISTORY,77.03445792,4,77.021559875,History,Psychology,690
503,N399116413207,F,Singapore,ay1617,LITERATURE,69.38148812,2,61.039962625,Global Affairs,Arts & Humanities,740
504,N301116421208,M,Singapore,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",90.15654014,3,90.9052085975,Economics,"Mathematical, Computational and Statistical Sciences",800
505,N303116414208,F,Singapore,ay1617,ARTS AND HUMANITIES,67.8273881,3,64.961129415,Arts & Humanities,Undecided,650
506,N304116413208,F,Singapore,ay1617,ENVIRONMENTAL STUDIES,80.73789669,3,82.8897076425,Literature,Environmental Studies,790
507,N305116412208,M,Singapore,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",80.67286869,3,77.29380278,Global Affairs,"Philosophy, Politics and Economics",700
508,N306116410208,F,Singapore,ay1617,GLOBAL AFFAIRS,76.20873469,4,71.9992805625,Literature,Psychology,780
509,N307116408208,F,Singapore,ay1617,ANTHROPOLOGY,78.64211088,4,80.5795082225,Global Affairs,History,740
510,N308116405208,M,Singapore,ay1617,DDP LAW,85.95681585,4,90.58742593,Urban Studies,Anthropology,780
511,N309116401208,M,South Asia,ay1617,ENVIRONMENTAL STUDIES,71.62790205,4,74.7556983425,Environmental Studies,"Philosophy, Politics and Economics",770
512,N310116421208,F,Singapore,ay1617,HISTORY,78.58979406,3,75.6582708325,Anthropology,Literature,760
513,N311116418208,F,Singapore,ay1617,ANTHROPOLOGY,74.54267808,4,69.2788760675,"Philosophy, Politics and Economics",Global Affairs,730
514,N312116414208,M,Singapore,ay1617,ARTS AND HUMANITIES,83.97301269,4,88.775510395,"Philosophy, Politics and Economics",Psychology,800
515,N313116413208,M,Southeast Asia,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",86.91192385,4,86.42771156,Economics,"Philosophy, Politics and Economics",760
516,N324116421212,F,Singapore,ay1617,LIFE SCIENCES,74.70350819,3,72.1219827275,Life Sciences,Arts & Humanities,760
517,N325116418212,F,Singapore,ay1617,ENVIRONMENTAL STUDIES,70.50606923,3,61.472996635,Global Affairs,"Philosophy, Politics and Economics",700
518,N336116408215,F,East Asia,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",78.74912827,3,76.063839405,Economics,Anthropology,640
519,N337116405215,M,Singapore,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",81.26928979,4,81.9090182425,Physical Sciences,"Mathematical, Computational and Statistical Sciences",760
520,N338116401215,F,Singapore,ay1617,DDP LAW,80.41593662,4,78.666996665,"Philosophy, Politics and Economics",Literature,760
521,N339116402215,F,Southeast Asia,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",76.66959200000001,3,77.55237297,Arts & Humanities,Physical Sciences,780
522,N340116418215,F,Singapore,ay1617,PSYCHOLOGY,70.75701479,4,69.066224395,Arts & Humanities,Psychology,720
523,N341116414215,F,Singapore,ay1617,ANTHROPOLOGY,81.87284814,4,83.996705085,Psychology,Anthropology,740
524,N342116413215,F,Singapore,ay1617,ARTS AND HUMANITIES,76.35703588,4,79.60875,Environmental Studies,Urban Studies,620
525,N343116412215,F,Singapore,ay1617,PSYCHOLOGY,73.84318678,4,68.23287629,Literature,Psychology,790
526,N335116405217,M,Other,ay1617,ENVIRONMENTAL STUDIES,78.76030159999999,3,77.931616,Environmental Studies,Life Sciences,660
527,N337116402217,F,Singapore,ay1617,ANTHROPOLOGY,72.58670707,4,72.79502861,Philosophy,Psychology,780
528,N300116408220,F,Singapore,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",69.61578303,2,67.7379864025,Global Affairs,History,790
529,N330116424222,F,Singapore,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",72.85594307,2,70.62725035,Global Affairs,"Philosophy, Politics and Economics",790
530,N377116425223,F,Singapore,ay1617,ENVIRONMENTAL STUDIES,66.23805196,2,63.794162745,Urban Studies,Anthropology,750
531,N349111425274,M,Singapore,ay1718,PHYSICAL SCIENCES,82.17892062,4,92.03194131,Physical Sciences,"Philosophy, Politics and Economics",800
532,N343112414217,M,Singapore,ay1718,PHILOSOPHY,77.96279024,4,87.0910116975,"Philosophy, Politics and Economics",Arts & Humanities,780
533,N373113405290,M,Singapore,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",79.83107517,4,90.2917562125,"Philosophy, Politics and Economics",Global Affairs,800
534,N378114401240,M,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",71.93820246,4,72.556114697500007,Global Affairs,Arts & Humanities,780
535,N350114423299,M,Southeast Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",87.12458192,4,89.6071336825,Physical Sciences,Physical Sciences,710
536,N398114424299,F,Singapore,ay1718,DDP LAW,69.26628835,4,63.1394081625,Urban Studies,"Philosophy, Politics and Economics",780
537,N301115412200,F,Singapore,ay1718,ENVIRONMENTAL STUDIES,81.64738017,4,83.079085345,Urban Studies,Physical Sciences,710
538,N335115424200,F,Singapore,ay1718,URBAN STUDIES,81.37694677,4,84.0034622175,Psychology,Global Affairs,790
539,N333116413206,M,Singapore,ay1718,ECONOMICS,72.65589958,4,67.805039995,Economics,Environmental Studies,750
540,N338116402207,F,Singapore,ay1718,ANTHROPOLOGY,86.45332749,4,90.8869694125,Psychology,Arts & Humanities,800
541,N317116424248,M,Singapore,ay1718,HISTORY,72.47670048,2,70.41815150875,Psychology,History,780
542,N372116401280,M,Singapore,ay1718,Undeclared,83.28568703,4,90.7482191025,Anthropology,Physical Sciences,800
543,N378116402288,M,Singapore,ay1718,ANTHROPOLOGY,74.85864683,3,69.839695565,History,"Philosophy, Politics and Economics",720
544,N321116401295,M,Singapore,ay1718,ECONOMICS,72.16488674,4,75.3487176225,Economics,Environmental Studies,740
545,N322116402295,F,Singapore,ay1718,ENVIRONMENTAL STUDIES,70.61054709,2,66.08187029,Anthropology,Global Affairs,680
546,N323116425295,M,Singapore,ay1718,PSYCHOLOGY,75.52980822,2,75.171857945,"Philosophy, Politics and Economics",Arts & Humanities,790
547,N324116424295,M,Singapore,ay1718,ANTHROPOLOGY,65.77432692,4,67.9464282425,Psychology,Arts & Humanities,800
548,N325116423295,F,Singapore,ay1718,HISTORY,79.46018487,4,82.21857312,Global Affairs,History,800
549,N327116418295,F,Singapore,ay1718,PHYSICAL SCIENCES,78.61161536,4,76.835327555,Undecided,Undecided,780
550,N328116414295,M,Singapore,ay1718,PSYCHOLOGY,73.75370921,4,70.17985124,History,Environmental Studies,780
551,N329116413295,F,Singapore,ay1718,ANTHROPOLOGY,70.6614853,2,67.5280011725,Life Sciences,Life Sciences,800
552,N397116401295,F,Singapore,ay1718,DDP LAW,74.94442064,4,67.49974109,"Philosophy, Politics and Economics",Arts & Humanities,700
553,N398116402295,F,Singapore,ay1718,GLOBAL AFFAIRS,62.32669696,3,53.47355133,Arts & Humanities,Literature,580
554,N399116425295,M,Singapore,ay1718,URBAN STUDIES,78.80081588,4,73.9048294375,Global Affairs,"Philosophy, Politics and Economics",780
555,N300116408296,F,Singapore,ay1718,DDP LAW,68.97856067,3,65.88577501,Arts & Humanities,Anthropology,780
556,N301116405296,F,Southeast Asia,ay1718,GLOBAL AFFAIRS,65.70324359,3,63.15796011,Global Affairs,"Philosophy, Politics and Economics",680
557,N302116401296,M,South Asia,ay1718,ENVIRONMENTAL STUDIES,69.18006524,2,65.94380456,Global Affairs,Arts & Humanities,790
558,N303116402296,M,Singapore,ay1718,DDP LAW,73.75223723,4,74.08712169625,Undecided,Undecided,770
559,N304116425296,F,Singapore,ay1718,ARTS AND HUMANITIES,79.46231582,4,80.4258916775,Arts & Humanities,Undecided,770
560,N305116424296,M,Southeast Asia,ay1718,ECONOMICS,74.0333099,4,75.194732435,Economics,Global Affairs,790
561,N307116421296,F,Singapore,ay1718,DDP LAW,74.44626041,4,74.00574593,Psychology,"Philosophy, Politics and Economics",700
562,N308116418296,M,Other,ay1718,LITERATURE,56.10561781,2,49.04868187,"Philosophy, Politics and Economics",Global Affairs,630
563,N309116414296,M,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",76.52862793,3,75.98504101,Global Affairs,History,800
564,N310116405296,M,South Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",76.52911072,2,82.6669742075,Economics,"Mathematical, Computational and Statistical Sciences",730
565,N311116401296,M,Singapore,ay1718,ANTHROPOLOGY,70.44815994,2,63.067674915,Anthropology,Economics,650
566,N312116402296,F,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",71.03515791,4,65.695467845,"Philosophy, Politics and Economics",Arts & Humanities,780
567,N313116425296,F,Singapore,ay1718,ECONOMICS,71.64727833,4,69.0483819725,Economics,"Mathematical, Computational and Statistical Sciences",800
568,N315116423296,F,Singapore,ay1718,Undeclared,71.79317824,4,64.6078995225,Urban Studies,Psychology,650
569,N317116418296,M,Singapore,ay1718,GLOBAL AFFAIRS,73.29036099,4,72.1045810175,Economics,"Mathematical, Computational and Statistical Sciences",740
570,N319116413296,M,North America,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",76.073507179999993,4,86.6406312025,"Philosophy, Politics and Economics",Global Affairs,740
571,N320116401296,M,Other,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",82.8474659,4,85.0994326125,Economics,Economics,800
572,N321116402296,M,South Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",63.45757889,4,61.485465992499996,Physical Sciences,Physical Sciences,780
573,N322116425296,F,Southeast Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",77.34796274,4,77.1371402725,Economics,Environmental Studies,740
574,N323116424296,M,Singapore,ay1718,HISTORY,69.29838955,4,66.79252149,"Philosophy, Politics and Economics",Anthropology,710
575,N324116423296,F,Singapore,ay1718,ANTHROPOLOGY,75.96116826,3,73.433984205,Anthropology,Undecided,690
576,N325116421296,M,Singapore,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",83.31969961,4,86.1181193575,Economics,"Mathematical, Computational and Statistical Sciences",800
577,N326116418296,F,Singapore,ay1718,PSYCHOLOGY,68.47655928,4,72.5308177775,Psychology,Economics,770
578,N327116414296,F,Singapore,ay1718,URBAN STUDIES,71.69047237,3,66.2517127125,Global Affairs,Psychology,740
579,N328116413296,M,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",67.55420679,3,59.38690968,Anthropology,Arts & Humanities,680
580,N329116412296,F,Singapore,ay1718,ARTS AND HUMANITIES,65.54708852,3,61.80269512,Anthropology,Anthropology,790
581,N330116402296,F,South Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",75.43039594,4,78.2274291525,"Mathematical, Computational and Statistical Sciences",Undecided,790
582,N331116425296,F,Singapore,ay1718,GLOBAL AFFAIRS,71.82966164,3,72.4612774625,Global Affairs,"Philosophy, Politics and Economics",680
583,N332116424296,M,Singapore,ay1718,HISTORY,80.94594368,4,83.565790485,Economics,"Philosophy, Politics and Economics",780
584,N333116423296,F,Singapore,ay1718,URBAN STUDIES,68.05665924,3,70.7273571525,Anthropology,Undeclared,730
585,N334116421296,M,South Asia,ay1718,URBAN STUDIES,62.88132446,4,62.7766495525,Global Affairs,Economics,700
586,N335116418296,M,Southeast Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",73.5510569,3,78.6254995025,"Mathematical, Computational and Statistical Sciences","Philosophy, Politics and Economics",780
587,N336116414296,M,Singapore,ay1718,ENVIRONMENTAL STUDIES,74.87832417,4,77.217584735,Undeclared,Environmental Studies,800
588,N337116413296,F,Singapore,ay1718,URBAN STUDIES,76.15501772,4,81.0281273775,Arts & Humanities,History,800
589,N338116412296,M,Singapore,ay1718,LITERATURE,70.02237505,3,69.478323655,Literature,Arts & Humanities,730
590,N339116410296,F,Singapore,ay1718,URBAN STUDIES,66.88133575,4,60.1225450375,Philosophy,Literature,760
591,N340116425296,M,South Asia,ay1718,PHYSICAL SCIENCES,74.46889209999999,4,74.5417749725,"Mathematical, Computational and Statistical Sciences",Physical Sciences,800
592,N341116424296,F,Singapore,ay1718,LITERATURE,73.58403801,2,78.4250329125,Undecided,Arts & Humanities,710
593,N337117410203,M,South Asia,ay1718,ECONOMICS,66.44308283,3,67.5097339875,Economics,Psychology,720
594,N338117408203,M,South Asia,ay1718,ECONOMICS,79.7548435,4,80.4420904475,Economics,"Mathematical, Computational and Statistical Sciences",760
595,N339117405203,F,East Asia,ay1718,LIFE SCIENCES,78.86053385,4,81.37361438,Global Affairs,Life Sciences,750
596,N340117423203,F,Southeast Asia,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",80.00463241,3,77.452658495,"Philosophy, Politics and Economics",Urban Studies,760
597,N341117421203,M,South Asia,ay1718,ECONOMICS,78.50753619,4,78.1780849125,Economics,Life Sciences,750
598,N342117418203,M,North America,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",74.70147315,3,74.0006480975,Physical Sciences,Economics,730
599,N343117414203,M,East Asia,ay1718,ENVIRONMENTAL STUDIES,74.66900832,4,71.61595073,Economics,"Philosophy, Politics and Economics",800
600,N344117413203,M,East Asia,ay1718,Undeclared,71.73540682,3,67.4890870025,Psychology,"Mathematical, Computational and Statistical Sciences",800
601,N345117412203,M,Singapore,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",81.8210335,4,86.7155812325,"Mathematical, Computational and Statistical Sciences",Physical Sciences,740
602,N346117410203,F,Singapore,ay1718,URBAN STUDIES,84.70364821,4,85.3734455325,Global Affairs,"Philosophy, Politics and Economics",800
603,N348117405203,F,Europe,ay1718,LIFE SCIENCES,70.50012451,4,66.47158599,Life Sciences,Environmental Studies,700
604,N349117401203,F,Singapore,ay1718,URBAN STUDIES,70.0147248,4,69.7973410175,Life Sciences,Psychology,690
605,N350117421203,F,Other,ay1718,PSYCHOLOGY,78.76705628,4,79.8077544125,"Philosophy, Politics and Economics",Psychology,780
606,N351117418203,F,East Asia,ay1718,PHYSICAL SCIENCES,81.67677744,4,85.0718002075,Environmental Studies,Urban Studies,780
607,N352117414203,F,Other,ay1718,LIFE SCIENCES,66.80690716,4,65.19130523,Physical Sciences,Psychology,680
608,N353117413203,M,Other,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",67.65802125,4,60.44359374,Economics,"Philosophy, Politics and Economics",730
609,N354117412203,F,Other,ay1718,PSYCHOLOGY,73.5492974,4,63.7283436475,"Philosophy, Politics and Economics",Economics,770
610,N355117410203,F,North America,ay1718,LIFE SCIENCES,71.62073397,3,72.385536565,Global Affairs,"Philosophy, Politics and Economics",760
611,N356117408203,F,East Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",72.52422706,2,68.209892285,"Philosophy, Politics and Economics",Psychology,790
612,N357117405203,F,Southeast Asia,ay1718,PHYSICAL SCIENCES,70.51912951,3,66.3035206075,Life Sciences,Life Sciences,720
613,N358117401203,M,East Asia,ay1718,PSYCHOLOGY,69.65653675,4,69.2725197125,"Philosophy, Politics and Economics",Economics,800
614,N359117402203,F,East Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",82.10037637,4,81.656974485,Environmental Studies,Physical Sciences,780
615,N360117418203,M,Europe,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",78.43494535,4,84.81232276,"Philosophy, Politics and Economics",Economics,780
616,N361117414203,M,South Asia,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",82.31390566,4,90.4610094275,"Philosophy, Politics and Economics","Mathematical, Computational and Statistical Sciences",790
617,N362117413203,F,Europe,ay1718,GLOBAL AFFAIRS,69.26514508,4,65.04044748,"Philosophy, Politics and Economics",Global Affairs,680
618,N363117412203,M,Europe,ay1718,URBAN STUDIES,69.78489315,3,66.2692697625,Anthropology,Philosophy,620
619,N364117410203,M,Southeast Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",87.44714374,4,89.6862071975,"Mathematical, Computational and Statistical Sciences",Economics,800
620,N365117408203,M,South Asia,ay1718,ECONOMICS,73.79506274,4,76.132900935,Economics,Undeclared,790
621,N367117401203,F,North America,ay1718,URBAN STUDIES,71.51087912,2,74.265745025,Undecided,Physical Sciences,680
622,N368117402203,F,Southeast Asia,ay1718,GLOBAL AFFAIRS,73.982031,4,71.026491165,"Philosophy, Politics and Economics",Arts & Humanities,730
623,N369117425203,F,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",73.92285339,1,73.7584006425,Global Affairs,Psychology,730
624,N370117414203,F,East Asia,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",76.00283203,3,74.7944475975,Psychology,"Philosophy, Politics and Economics",770
625,N371117413203,F,North America,ay1718,LIFE SCIENCES,75.69309178,1,73.7196631525,Psychology,Arts & Humanities,800
626,N372117412203,M,South Asia,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",68.90088027,4,66.9451318625,Undecided,"Mathematical, Computational and Statistical Sciences",780
627,N373117410203,F,South Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",70.35969082,4,69.3503835725,"Mathematical, Computational and Statistical Sciences",Physical Sciences,680
628,N374117408203,F,Other,ay1718,GLOBAL AFFAIRS,59.77056365,3,50.64611502,"Philosophy, Politics and Economics",Arts & Humanities,600
629,N376117401203,F,Other,ay1718,LIFE SCIENCES,74.71963677,4,70.4349743375,Life Sciences,Environmental Studies,640
630,N377117402203,M,Europe,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",79.26436343,4,82.8299071025,"Philosophy, Politics and Economics",Economics,770
631,N378117425203,F,South Asia,ay1718,ECONOMICS,68.16943528,4,77.8985589525,"Philosophy, Politics and Economics",Economics,740
632,N379117424203,F,Europe,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",74.89424229,4,79.2154766975,"Philosophy, Politics and Economics",Undeclared,800
633,N380117413203,F,Singapore,ay1718,ENVIRONMENTAL STUDIES,70.16252993,2,65.224037065,Environmental Studies,Undecided,720
634,N381117412203,M,Other,ay1718,ECONOMICS,75.47694541,3,77.1354488025,Economics,Global Affairs,780
635,N383117408203,M,South Asia,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",69.28703624,4,69.3181051175,"Mathematical, Computational and Statistical Sciences",Physical Sciences,770
