,PIN,Sex,Region,Year,Major,Grade,IndGrd2,AC1,AC2,SATimp,HSG_imp
411,N338115401225,F,Europe,ay1617,ANTHROPOLOGY,76.55802636,1.0,History,Undeclared,710.0,1.0
412,N339115402225,F,South Asia,ay1617,ECONOMICS,75.33595263,0.0,Life Sciences,Physical Sciences,770.0,1.0
413,N340115418225,F,Singapore,ay1617,GLOBAL AFFAIRS,81.85983303,0.0,Global Affairs,Urban Studies,750.0,1.0
414,N341115414225,M,Singapore,ay1617,ECONOMICS,77.35840321,0.0,"Philosophy, Politics and Economics",Philosophy,744.0,2.0
415,N342115413225,M,Singapore,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",72.78094443,0.0,Global Affairs,"Philosophy, Politics and Economics",714.0,2.0
416,N344115410225,F,Other,ay1617,GLOBAL AFFAIRS,84.82024872,1.0,Environmental Studies,Global Affairs,760.0,1.0
417,N345115408225,M,Southeast Asia,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",82.51940806,1.0,"Philosophy, Politics and Economics",Global Affairs,769.0,1.0
418,N346115405225,M,Singapore,ay1617,DDP LAW,87.92355422,1.0,Psychology,Undecided,775.0,1.0
419,N347115401225,M,Singapore,ay1617,PSYCHOLOGY,82.03034983,1.0,Psychology,Undecided,764.0,1.0
420,N349115425225,F,East Asia,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",78.08628151,0.0,Life Sciences,"Philosophy, Politics and Economics",730.0,2.0
421,N350115414225,M,Southeast Asia,ay1617,ECONOMICS,86.55246929,1.0,"Mathematical, Computational and Statistical Sciences","Philosophy, Politics and Economics",780.0,1.0
422,N351115413225,F,North America,ay1617,ECONOMICS,68.74229376,0.0,"Mathematical, Computational and Statistical Sciences",Undeclared,760.0,2.0
423,N352115412225,M,Singapore,ay1617,ECONOMICS,78.79309333,1.0,Economics,Physical Sciences,759.0,1.0
424,N353115410225,F,North America,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",78.73259915,0.0,"Mathematical, Computational and Statistical Sciences",Global Affairs,660.0,1.0
425,N354115408225,F,North America,ay1617,PHILOSOPHY,76.37738256,0.0,Global Affairs,"Philosophy, Politics and Economics",690.0,3.0
426,N355115405225,M,South Asia,ay1617,ECONOMICS,77.60754465,1.0,Environmental Studies,Economics,780.0,1.0
427,N356115401225,M,Other,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",85.30005403,1.0,Physical Sciences,Anthropology,750.0,1.0
428,N309115413240,F,Singapore,ay1617,ANTHROPOLOGY,72.78267116,0.0,Anthropology,Undecided,712.0,2.0
429,N310115401240,F,East Asia,ay1617,LIFE SCIENCES,85.79036348,1.0,Life Sciences,Physical Sciences,800.0,1.0
430,N312115425240,M,Singapore,ay1617,ENVIRONMENTAL STUDIES,83.72764738,1.0,Environmental Studies,Physical Sciences,770.0,1.0
431,N305115413244,M,Singapore,ay1617,GLOBAL AFFAIRS,76.3662281,0.0,Global Affairs,Undecided,746.0,1.0
432,N333115408255,M,Singapore,ay1617,ENVIRONMENTAL STUDIES,81.54422909,1.0,Global Affairs,Economics,763.0,1.0
433,N336115405262,M,Singapore,ay1617,PSYCHOLOGY,82.75353371,1.0,Psychology,Literature,758.0,1.0
434,N337115401262,M,Singapore,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",83.14027049,0.0,Literature,Philosophy,757.0,1.0
435,N338115402262,F,Singapore,ay1617,LITERATURE,79.1745172,0.0,Undecided,Urban Studies,755.0,1.0
436,N339115425262,M,Singapore,ay1617,HISTORY,79.32505174,0.0,Economics,"Philosophy, Politics and Economics",720.0,1.0
437,N340115414262,M,Singapore,ay1617,LITERATURE,75.53484698,0.0,Literature,Arts & Humanities,740.0,2.0
438,N341115413262,M,Singapore,ay1617,ARTS AND HUMANITIES,83.63791604,1.0,"Philosophy, Politics and Economics",Arts & Humanities,778.0,1.0
439,N342115412262,M,Singapore,ay1617,URBAN STUDIES,86.45350345,1.0,"Mathematical, Computational and Statistical Sciences",Psychology,781.0,1.0
440,N343115410262,F,Singapore,ay1617,DDP LAW,77.45169919,0.0,Economics,Global Affairs,748.0,1.0
441,N344115408262,F,Singapore,ay1617,URBAN STUDIES,83.55362341,1.0,Urban Studies,Undecided,772.0,1.0
442,N345115405262,F,Singapore,ay1617,URBAN STUDIES,72.51209479,0.0,Urban Studies,Environmental Studies,739.0,1.0
443,N346115401262,F,Singapore,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",73.96853571,0.0,"Philosophy, Politics and Economics",Global Affairs,737.0,2.0
444,N347115402262,F,Singapore,ay1617,ANTHROPOLOGY,73.57759755,0.0,Philosophy,"Philosophy, Politics and Economics",744.0,2.0
445,N348115425262,M,Singapore,ay1617,DDP LAW,80.61711622,1.0,Arts & Humanities,"Philosophy, Politics and Economics",760.0,1.0
446,N350115413262,M,Singapore,ay1617,LITERATURE,79.67038008,1.0,Literature,Anthropology,763.0,1.0
447,N351115412262,M,Singapore,ay1617,DDP LAW,88.99272376,1.0,Psychology,"Philosophy, Politics and Economics",790.0,1.0
448,N352115410262,F,Singapore,ay1617,PHILOSOPHY,72.98690726,0.0,"Philosophy, Politics and Economics",Arts & Humanities,743.0,1.0
449,N353115408262,M,Singapore,ay1617,ENVIRONMENTAL STUDIES,84.19361446,1.0,Psychology,Physical Sciences,772.0,1.0
450,N354115405262,M,Singapore,ay1617,PSYCHOLOGY,85.41070927,1.0,Psychology,Physical Sciences,781.0,2.0
451,N355115401262,M,Singapore,ay1617,ARTS AND HUMANITIES,79.09730241,1.0,Literature,Arts & Humanities,759.0,1.0
452,N356115402262,M,Singapore,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",84.55727807,1.0,"Philosophy, Politics and Economics",Global Affairs,783.0,1.0
453,N357115425262,F,Singapore,ay1617,DDP LAW,73.93495275,0.0,Global Affairs,Urban Studies,736.0,2.0
454,N358115424262,M,Singapore,ay1617,PHILOSOPHY,88.72992948,1.0,Economics,Philosophy,779.0,1.0
455,N359115423262,M,Singapore,ay1617,DDP LAW,81.22579829,1.0,Literature,"Philosophy, Politics and Economics",762.0,1.0
456,N360115412262,F,Singapore,ay1617,PHILOSOPHY,74.7977115,0.0,Economics,Global Affairs,748.0,2.0
457,N361115410262,M,Singapore,ay1617,PSYCHOLOGY,75.12883933,0.0,Psychology,Anthropology,747.0,1.0
458,N362115408262,M,Singapore,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",87.39803863,1.0,Literature,Undecided,800.0,1.0
459,N363115405262,F,Singapore,ay1617,PSYCHOLOGY,82.38981274,1.0,Psychology,Anthropology,760.0,1.0
460,N364115401262,M,Singapore,ay1617,ENVIRONMENTAL STUDIES,88.85389028,1.0,Environmental Studies,Global Affairs,786.0,1.0
461,N365115402262,F,Singapore,ay1617,URBAN STUDIES,74.77789602,0.0,Arts & Humanities,Economics,744.0,1.0
462,N366115425262,F,Singapore,ay1617,ARTS AND HUMANITIES,67.13947573,0.0,Philosophy,Literature,747.0,1.0
463,N367115424262,F,Singapore,ay1617,LITERATURE,68.37554092,0.0,Arts & Humanities,Global Affairs,712.0,1.0
464,N368115423262,M,Singapore,ay1617,PHILOSOPHY,77.56676698,0.0,Psychology,"Philosophy, Politics and Economics",751.0,1.0
465,N369115421262,F,East Asia,ay1617,URBAN STUDIES,87.73167761,1.0,"Philosophy, Politics and Economics","Mathematical, Computational and Statistical Sciences",800.0,1.0
466,N370115410262,M,Singapore,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",84.24992076,1.0,"Philosophy, Politics and Economics",Literature,779.0,1.0
467,N371115408262,M,Southeast Asia,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",75.65204269,0.0,"Philosophy, Politics and Economics",Undecided,733.0,3.0
468,N372115405262,F,Singapore,ay1617,ENVIRONMENTAL STUDIES,87.03276396,1.0,Undeclared,Arts & Humanities,800.0,1.0
469,N374115402262,F,Singapore,ay1617,ARTS AND HUMANITIES,75.53960124,0.0,Urban Studies,Life Sciences,737.0,1.0
470,N375115425262,M,Singapore,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",82.56481156,1.0,"Philosophy, Politics and Economics",Economics,761.0,1.0
471,N376115424262,M,Singapore,ay1617,LITERATURE,75.04838723,0.0,History,Literature,744.0,2.0
472,N377115423262,F,Singapore,ay1617,GLOBAL AFFAIRS,75.30256053,0.0,"Philosophy, Politics and Economics",Global Affairs,744.0,2.0
473,N378115421262,F,Singapore,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",81.90524753,0.0,Economics,Arts & Humanities,753.0,3.0
474,N379115418262,M,Singapore,ay1617,PHILOSOPHY,75.49488313,0.0,Global Affairs,"Philosophy, Politics and Economics",745.0,2.0
475,N380115408262,F,Singapore,ay1617,DDP LAW,82.70048273,1.0,Undecided,Undecided,772.0,1.0
476,N381115405262,F,Singapore,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",79.15664469,0.0,"Mathematical, Computational and Statistical Sciences",Global Affairs,800.0,1.0
477,N383115402262,M,Singapore,ay1617,ECONOMICS,86.91090462,1.0,Economics,Environmental Studies,777.0,1.0
478,N384115425262,M,Singapore,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",80.18857091,0.0,"Philosophy, Politics and Economics",Global Affairs,760.0,2.0
479,N385115424262,F,Singapore,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",80.82346102,1.0,Economics,Global Affairs,770.0,1.0
480,N386115423262,M,Singapore,ay1617,LITERATURE,82.49726512,1.0,Literature,Arts & Humanities,764.0,1.0
481,N387115421262,F,Singapore,ay1617,URBAN STUDIES,72.8257382,0.0,Literature,Global Affairs,739.0,1.0
482,N388115418262,F,Singapore,ay1617,PSYCHOLOGY,83.14528527,1.0,Psychology,Economics,760.0,1.0
483,N389115414262,M,Singapore,ay1617,PHYSICAL SCIENCES,86.53574265,1.0,Physical Sciences,Philosophy,772.0,1.0
484,N390115405262,M,East Asia,ay1617,ECONOMICS,82.69046341,1.0,"Philosophy, Politics and Economics",Economics,762.0,1.0
485,N332115412272,F,Singapore,ay1617,PSYCHOLOGY,72.69721738,0.0,Psychology,Global Affairs,725.0,1.0
486,N318115402282,F,Singapore,ay1617,GLOBAL AFFAIRS,71.64074885,0.0,Global Affairs,History,716.0,1.0
487,N319115424283,F,Singapore,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",76.73441856,0.0,"Philosophy, Politics and Economics",Undecided,752.0,2.0
488,N391116401207,F,Singapore,ay1617,ECONOMICS,71.64780249,0.0,Arts & Humanities,Literature,719.0,1.0
489,N393116425207,M,Singapore,ay1617,ARTS AND HUMANITIES,85.30351181,1.0,Arts & Humanities,Anthropology,765.0,1.0
490,N394116424207,F,Southeast Asia,ay1617,ANTHROPOLOGY,75.97365663,0.0,Psychology,"Philosophy, Politics and Economics",752.0,1.0
491,N395116423207,F,Singapore,ay1617,GLOBAL AFFAIRS,68.83767625,0.0,Literature,Arts & Humanities,705.0,1.0
492,N396116421207,M,Singapore,ay1617,DDP LAW,84.99638863,1.0,Arts & Humanities,"Philosophy, Politics and Economics",780.0,1.0
493,N397116418207,M,Singapore,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",70.17466963,0.0,Economics,"Philosophy, Politics and Economics",727.0,2.0
494,N398116414207,M,Singapore,ay1617,HISTORY,77.03445792,0.0,History,Psychology,753.0,1.0
495,N399116413207,F,Singapore,ay1617,LITERATURE,69.38148812,0.0,Global Affairs,Arts & Humanities,716.0,2.0
496,N301116421208,M,Singapore,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",90.15654014,1.0,Economics,"Mathematical, Computational and Statistical Sciences",785.0,1.0
497,N303116414208,F,Singapore,ay1617,ARTS AND HUMANITIES,67.8273881,0.0,Arts & Humanities,Undecided,725.0,2.0
498,N304116413208,F,Singapore,ay1617,ENVIRONMENTAL STUDIES,80.73789669,1.0,Literature,Environmental Studies,790.0,1.0
499,N305116412208,M,Singapore,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",80.67286869,0.0,Global Affairs,"Philosophy, Politics and Economics",753.0,1.0
500,N306116410208,F,Singapore,ay1617,GLOBAL AFFAIRS,76.20873469,0.0,Literature,Psychology,741.0,2.0
501,N307116408208,F,Singapore,ay1617,ANTHROPOLOGY,78.64211088,1.0,Global Affairs,History,761.0,1.0
502,N308116405208,M,Singapore,ay1617,DDP LAW,85.95681585,1.0,Urban Studies,Anthropology,780.0,1.0
503,N309116401208,M,South Asia,ay1617,ENVIRONMENTAL STUDIES,71.62790205,0.0,Environmental Studies,"Philosophy, Politics and Economics",770.0,1.0
504,N310116421208,F,Singapore,ay1617,HISTORY,78.58979406,0.0,Anthropology,Literature,760.0,1.0
505,N311116418208,F,Singapore,ay1617,ANTHROPOLOGY,74.54267808,0.0,"Philosophy, Politics and Economics",Global Affairs,735.0,1.0
506,N312116414208,M,Singapore,ay1617,ARTS AND HUMANITIES,83.97301269,1.0,"Philosophy, Politics and Economics",Psychology,780.0,1.0
507,N313116413208,M,Southeast Asia,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",86.91192385,1.0,Economics,"Philosophy, Politics and Economics",774.0,1.0
508,N324116421212,F,Singapore,ay1617,LIFE SCIENCES,74.70350819,0.0,Life Sciences,Arts & Humanities,742.0,2.0
509,N325116418212,F,Singapore,ay1617,ENVIRONMENTAL STUDIES,70.50606923,0.0,Global Affairs,"Philosophy, Politics and Economics",717.0,2.0
510,N336116408215,F,East Asia,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",78.74912827,0.0,Economics,Anthropology,751.0,1.0
511,N337116405215,M,Singapore,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",81.26928979,1.0,Physical Sciences,"Mathematical, Computational and Statistical Sciences",764.0,1.0
512,N338116401215,F,Singapore,ay1617,DDP LAW,80.41593662,0.0,"Philosophy, Politics and Economics",Literature,757.0,1.0
513,N339116402215,F,Southeast Asia,ay1617,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",76.669592,0.0,Arts & Humanities,Physical Sciences,780.0,1.0
514,N340116418215,F,Singapore,ay1617,PSYCHOLOGY,70.75701479,0.0,Arts & Humanities,Psychology,735.0,2.0
515,N341116414215,F,Singapore,ay1617,ANTHROPOLOGY,81.87284814,1.0,Psychology,Anthropology,769.0,1.0
516,N342116413215,F,Singapore,ay1617,ARTS AND HUMANITIES,76.35703588,1.0,Environmental Studies,Urban Studies,759.0,1.0
517,N343116412215,F,Singapore,ay1617,PSYCHOLOGY,73.84318678,0.0,Literature,Psychology,790.0,2.0
518,N335116405217,M,Other,ay1617,ENVIRONMENTAL STUDIES,78.7603016,0.0,Environmental Studies,Life Sciences,660.0,1.0
519,N337116402217,F,Singapore,ay1617,ANTHROPOLOGY,72.58670707,0.0,Philosophy,Psychology,743.0,2.0
520,N300116408220,F,Singapore,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",69.61578303,0.0,Global Affairs,History,732.0,2.0
521,N330116424222,F,Singapore,ay1617,"PHILOSOPHY, POLITICS AND ECONOMICS",72.85594307,0.0,Global Affairs,"Philosophy, Politics and Economics",738.0,3.0
522,N377116425223,F,Singapore,ay1617,ENVIRONMENTAL STUDIES,66.23805196,0.0,Urban Studies,Anthropology,723.0,2.0
523,N349111425274,M,Singapore,ay1718,PHYSICAL SCIENCES,82.17892062,1.0,Physical Sciences,"Philosophy, Politics and Economics",787.0,1.0
524,N343112414217,M,Singapore,ay1718,PHILOSOPHY,77.96279024,1.0,"Philosophy, Politics and Economics",Arts & Humanities,776.0,1.0
525,N373113405290,M,Singapore,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",79.83107517,1.0,"Philosophy, Politics and Economics",Global Affairs,783.0,1.0
526,N378114401240,M,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",71.93820246,0.0,Global Affairs,Arts & Humanities,743.0,1.0
527,N350114423299,M,Southeast Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",87.12458192,1.0,Physical Sciences,Physical Sciences,782.0,1.0
528,N398114424299,F,Singapore,ay1718,DDP LAW,69.26628835,0.0,Urban Studies,"Philosophy, Politics and Economics",721.0,1.0
529,N301115412200,F,Singapore,ay1718,ENVIRONMENTAL STUDIES,81.64738017,1.0,Urban Studies,Physical Sciences,767.0,1.0
530,N335115424200,F,Singapore,ay1718,URBAN STUDIES,81.37694677,1.0,Psychology,Global Affairs,790.0,1.0
531,N333116413206,M,Singapore,ay1718,ECONOMICS,72.65589958,0.0,Economics,Environmental Studies,750.0,2.0
532,N338116402207,F,Singapore,ay1718,ANTHROPOLOGY,86.45332749,1.0,Psychology,Arts & Humanities,785.0,1.0
533,N317116424248,M,Singapore,ay1718,HISTORY,72.47670048,0.0,Psychology,History,738.0,2.0
534,N372116401280,M,Singapore,ay1718,Undeclared,83.28568703,1.0,Anthropology,Physical Sciences,800.0,1.0
535,N378116402288,M,Singapore,ay1718,ANTHROPOLOGY,74.85864683,0.0,History,"Philosophy, Politics and Economics",720.0,2.0
536,N321116401295,M,Singapore,ay1718,ECONOMICS,72.16488674,0.0,Economics,Environmental Studies,740.0,1.0
537,N322116402295,F,Singapore,ay1718,ENVIRONMENTAL STUDIES,70.61054709,0.0,Anthropology,Global Affairs,728.0,2.0
538,N323116425295,M,Singapore,ay1718,PSYCHOLOGY,75.52980822,0.0,"Philosophy, Politics and Economics",Arts & Humanities,749.0,1.0
539,N324116424295,M,Singapore,ay1718,ANTHROPOLOGY,65.77432692,0.0,Psychology,Arts & Humanities,732.0,2.0
540,N325116423295,F,Singapore,ay1718,HISTORY,79.46018487,1.0,Global Affairs,History,765.0,1.0
541,N327116418295,F,Singapore,ay1718,PHYSICAL SCIENCES,78.61161536,0.0,Undecided,Undecided,752.0,1.0
542,N328116414295,M,Singapore,ay1718,PSYCHOLOGY,73.75370921,0.0,History,Environmental Studies,737.0,2.0
543,N329116413295,F,Singapore,ay1718,ANTHROPOLOGY,70.6614853,0.0,Life Sciences,Life Sciences,800.0,2.0
544,N397116401295,F,Singapore,ay1718,DDP LAW,74.94442064,0.0,"Philosophy, Politics and Economics",Arts & Humanities,731.0,2.0
545,N398116402295,F,Singapore,ay1718,GLOBAL AFFAIRS,62.32669696,0.0,Arts & Humanities,Literature,699.0,2.0
546,N399116425295,M,Singapore,ay1718,URBAN STUDIES,78.80081588,0.0,Global Affairs,"Philosophy, Politics and Economics",746.0,1.0
547,N300116408296,F,Singapore,ay1718,DDP LAW,68.97856067,0.0,Arts & Humanities,Anthropology,727.0,2.0
548,N301116405296,F,Southeast Asia,ay1718,GLOBAL AFFAIRS,65.70324359,0.0,Global Affairs,"Philosophy, Politics and Economics",721.0,2.0
549,N302116401296,M,South Asia,ay1718,ENVIRONMENTAL STUDIES,69.18006524,0.0,Global Affairs,Arts & Humanities,790.0,2.0
550,N303116402296,M,Singapore,ay1718,DDP LAW,73.75223723,0.0,Undecided,Undecided,746.0,1.0
551,N304116425296,F,Singapore,ay1718,ARTS AND HUMANITIES,79.46231582,1.0,Arts & Humanities,Undecided,761.0,1.0
552,N305116424296,M,Southeast Asia,ay1718,ECONOMICS,74.0333099,0.0,Economics,Global Affairs,790.0,1.0
553,N307116421296,F,Singapore,ay1718,DDP LAW,74.44626041,0.0,Psychology,"Philosophy, Politics and Economics",746.0,1.0
554,N308116418296,M,Other,ay1718,LITERATURE,56.10561781,0.0,"Philosophy, Politics and Economics",Global Affairs,630.0,2.0
555,N309116414296,M,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",76.52862793,0.0,Global Affairs,History,750.0,1.0
556,N310116405296,M,South Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",76.52911072,1.0,Economics,"Mathematical, Computational and Statistical Sciences",730.0,1.0
557,N311116401296,M,Singapore,ay1718,ANTHROPOLOGY,70.44815994,0.0,Anthropology,Economics,721.0,3.0
558,N312116402296,F,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",71.03515791,0.0,"Philosophy, Politics and Economics",Arts & Humanities,727.0,2.0
559,N313116425296,F,Singapore,ay1718,ECONOMICS,71.64727833,0.0,Economics,"Mathematical, Computational and Statistical Sciences",735.0,2.0
560,N315116423296,F,Singapore,ay1718,Undeclared,71.79317824,0.0,Urban Studies,Psychology,724.0,2.0
561,N317116418296,M,Singapore,ay1718,GLOBAL AFFAIRS,73.29036099,0.0,Economics,"Mathematical, Computational and Statistical Sciences",742.0,2.0
562,N319116413296,M,North America,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",76.07350718,1.0,"Philosophy, Politics and Economics",Global Affairs,740.0,1.0
563,N320116401296,M,Other,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",82.8474659,1.0,Economics,Economics,800.0,1.0
564,N321116402296,M,South Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",63.45757889,0.0,Physical Sciences,Physical Sciences,780.0,2.0
565,N322116425296,F,Southeast Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",77.34796274,0.0,Economics,Environmental Studies,740.0,1.0
566,N323116424296,M,Singapore,ay1718,HISTORY,69.29838955,0.0,"Philosophy, Politics and Economics",Anthropology,710.0,2.0
567,N324116423296,F,Singapore,ay1718,ANTHROPOLOGY,75.96116826,0.0,Anthropology,Undecided,690.0,2.0
568,N325116421296,M,Singapore,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",83.31969961,1.0,Economics,"Mathematical, Computational and Statistical Sciences",800.0,1.0
569,N326116418296,F,Singapore,ay1718,PSYCHOLOGY,68.47655928,0.0,Psychology,Economics,742.0,2.0
570,N327116414296,F,Singapore,ay1718,URBAN STUDIES,71.69047237,0.0,Global Affairs,Psychology,728.0,2.0
571,N328116413296,M,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",67.55420679,0.0,Anthropology,Arts & Humanities,680.0,2.0
572,N329116412296,F,Singapore,ay1718,ARTS AND HUMANITIES,65.54708852,0.0,Anthropology,Anthropology,718.0,2.0
573,N330116402296,F,South Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",75.43039594,0.0,"Mathematical, Computational and Statistical Sciences",Undecided,790.0,1.0
574,N331116425296,F,Singapore,ay1718,GLOBAL AFFAIRS,71.82966164,0.0,Global Affairs,"Philosophy, Politics and Economics",742.0,2.0
575,N332116424296,M,Singapore,ay1718,HISTORY,80.94594368,1.0,Economics,"Philosophy, Politics and Economics",768.0,1.0
576,N333116423296,F,Singapore,ay1718,URBAN STUDIES,68.05665924,0.0,Anthropology,Undeclared,730.0,2.0
577,N334116421296,M,South Asia,ay1718,URBAN STUDIES,62.88132446,0.0,Global Affairs,Economics,700.0,2.0
578,N335116418296,M,Southeast Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",73.5510569,0.0,"Mathematical, Computational and Statistical Sciences","Philosophy, Politics and Economics",756.0,1.0
579,N336116414296,M,Singapore,ay1718,ENVIRONMENTAL STUDIES,74.87832417,0.0,Undeclared,Environmental Studies,800.0,1.0
580,N337116413296,F,Singapore,ay1718,URBAN STUDIES,76.15501772,1.0,Arts & Humanities,History,762.0,1.0
581,N338116412296,M,Singapore,ay1718,LITERATURE,70.02237505,0.0,Literature,Arts & Humanities,736.0,2.0
582,N339116410296,F,Singapore,ay1718,URBAN STUDIES,66.88133575,0.0,Philosophy,Literature,714.0,2.0
583,N340116425296,M,South Asia,ay1718,PHYSICAL SCIENCES,74.4688921,0.0,"Mathematical, Computational and Statistical Sciences",Physical Sciences,800.0,1.0
584,N341116424296,F,Singapore,ay1718,LITERATURE,73.58403801,0.0,Undecided,Arts & Humanities,756.0,1.0
585,N337117410203,M,South Asia,ay1718,ECONOMICS,66.44308283,0.0,Economics,Psychology,720.0,2.0
586,N338117408203,M,South Asia,ay1718,ECONOMICS,79.7548435,1.0,Economics,"Mathematical, Computational and Statistical Sciences",760.0,1.0
587,N339117405203,F,East Asia,ay1718,LIFE SCIENCES,78.86053385,1.0,Global Affairs,Life Sciences,750.0,1.0
588,N340117423203,F,Southeast Asia,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",80.00463241,0.0,"Philosophy, Politics and Economics",Urban Studies,760.0,2.0
589,N341117421203,M,South Asia,ay1718,ECONOMICS,78.50753619,0.0,Economics,Life Sciences,750.0,1.0
590,N342117418203,M,North America,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",74.70147315,0.0,Physical Sciences,Economics,730.0,1.0
591,N343117414203,M,East Asia,ay1718,ENVIRONMENTAL STUDIES,74.66900832,0.0,Economics,"Philosophy, Politics and Economics",800.0,1.0
592,N344117413203,M,East Asia,ay1718,Undeclared,71.73540682,0.0,Psychology,"Mathematical, Computational and Statistical Sciences",800.0,2.0
593,N345117412203,M,Singapore,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",81.8210335,1.0,"Mathematical, Computational and Statistical Sciences",Physical Sciences,740.0,1.0
594,N346117410203,F,Singapore,ay1718,URBAN STUDIES,84.70364821,1.0,Global Affairs,"Philosophy, Politics and Economics",800.0,1.0
595,N348117405203,F,Europe,ay1718,LIFE SCIENCES,70.50012451,0.0,Life Sciences,Environmental Studies,700.0,2.0
596,N349117401203,F,Singapore,ay1718,URBAN STUDIES,70.0147248,0.0,Life Sciences,Psychology,690.0,1.0
597,N350117421203,F,Other,ay1718,PSYCHOLOGY,78.76705628,1.0,"Philosophy, Politics and Economics",Psychology,780.0,1.0
598,N351117418203,F,East Asia,ay1718,PHYSICAL SCIENCES,81.67677744,1.0,Environmental Studies,Urban Studies,780.0,1.0
599,N352117414203,F,Other,ay1718,LIFE SCIENCES,66.80690716,0.0,Physical Sciences,Psychology,680.0,2.0
600,N353117413203,M,Other,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",67.65802125,0.0,Economics,"Philosophy, Politics and Economics",730.0,2.0
601,N354117412203,F,Other,ay1718,PSYCHOLOGY,73.5492974,0.0,"Philosophy, Politics and Economics",Economics,770.0,2.0
602,N355117410203,F,North America,ay1718,LIFE SCIENCES,71.62073397,0.0,Global Affairs,"Philosophy, Politics and Economics",760.0,2.0
603,N356117408203,F,East Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",72.52422706,0.0,"Philosophy, Politics and Economics",Psychology,790.0,2.0
604,N357117405203,F,Southeast Asia,ay1718,PHYSICAL SCIENCES,70.51912951,0.0,Life Sciences,Life Sciences,720.0,2.0
605,N358117401203,M,East Asia,ay1718,PSYCHOLOGY,69.65653675,0.0,"Philosophy, Politics and Economics",Economics,800.0,1.0
606,N359117402203,F,East Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",82.10037637,1.0,Environmental Studies,Physical Sciences,780.0,1.0
607,N360117418203,M,Europe,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",78.43494535,1.0,"Philosophy, Politics and Economics",Economics,780.0,1.0
608,N361117414203,M,South Asia,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",82.31390566,1.0,"Philosophy, Politics and Economics","Mathematical, Computational and Statistical Sciences",790.0,1.0
